Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCA54,OUT018,2476.14349
FDP09,OUT010,434.93385
FDC53,OUT045,1371.71445
NCM55,OUT017,2457.4345100000005
FDL09,OUT018,2069.2065300000004
FDA11,OUT019,276.47345000000007
FDA50,OUT045,1597.3207800000002
FDC23,OUT017,2709.5396800000003
FDE22,OUT049,2698.2876600000004
FDD23,OUT046,2714.06712
NCA29,OUT049,3139.61319
FDK38,OUT046,2362.49143
DRC13,OUT046,1822.9604000000004
NCP43,OUT049,2907.81492
FDX28,OUT049,1434.7990000000002
FDF08,OUT049,2439.75752
FDZ33,OUT046,2211.22167
FDD10,OUT049,2380.3681599999995
FDO58,OUT017,2751.6848199999995
FDI50,OUT017,3177.3640499999997
FDO58,OUT045,2539.9604200000003
FDX08,OUT013,2945.76552
NCK17,OUT010,285.12885
FDF39,OUT035,2966.7049300000003
FDU45,OUT010,283.13145
NCJ18,OUT018,1671.29116
DRC27,OUT019,368.88649
DRC25,OUT035,1821.5955099999999
FDU59,OUT035,2297.87554
FDU28,OUT035,2910.31167
NCP30,OUT046,1449.7795
FDB39,OUT018,1471.58445
FDE41,OUT013,1896.8641999999995
DRH11,OUT010,165.68433
FDA58,OUT045,3365.55242
FDU50,OUT046,1997.6996100000003
FDM34,OUT013,2501.6436299999996
FDM44,OUT027,3171.70475
FDR39,OUT045,2393.68416
FDM25,OUT045,2301.2711200000003
FDQ49,OUT049,2524.81347
DRH25,OUT018,2009.2179499999997
FDM09,OUT027,4275.867469999999
FDL44,OUT019,369.78532000000007
NCR42,OUT018,1458.4016100000001
DRL59,OUT046,1503.2432400000002
FDX43,OUT013,2719.32694
DRK47,OUT010,383.76712
FDU48,OUT018,1699.52108
FDY12,OUT045,1190.81659
NCN43,OUT018,1920.43352
NCM55,OUT018,2452.44101
FDQ21,OUT027,3074.7309800000003
FDX13,OUT035,2337.09116
NCK30,OUT027,5622.64771
FDG20,OUT049,3068.1062699999998
DRG27,OUT017,1134.5564900000002
FDY14,OUT018,2696.5232899999996
FDP59,OUT035,2386.95958
FDU60,OUT017,2261.0567999999994
NCC18,OUT019,418.85478
DRJ39,OUT017,3622.0518700000002
FDS07,OUT049,2098.16883
FDM08,OUT027,5275.29985
FDP51,OUT045,1990.60884
FDU16,OUT035,2180.69474
FDH12,OUT013,1873.8941
DRE48,OUT010,383.70054
NCL42,OUT027,5700.31328
FDR21,OUT045,2904.78553
NCW29,OUT035,2269.4791699999996
FDO11,OUT013,3037.51276
NCM31,OUT049,2473.0808100000004
FDV35,OUT019,342.32106999999996
FDF58,OUT017,1117.9447799999998
NCE43,OUT049,2895.6640700000003
FDA02,OUT035,2929.88619
DRL37,OUT010,268.68359
FDR24,OUT018,2178.9969499999997
FDW59,OUT049,1491.9579299999998
FDS22,OUT049,1517.22504
FDW24,OUT017,1112.2188999999998
FDU24,OUT035,1920.66655
FDA21,OUT027,4157.22191
FDH58,OUT027,3262.2868399999998
FDW36,OUT018,1735.0747999999999
FDI45,OUT027,5081.08599
FDU01,OUT018,1702.18428
FDF35,OUT027,3181.79162
FDU43,OUT019,363.72654
FDE24,OUT019,276.47344999999996
FDK50,OUT049,1621.92209
FDG31,OUT045,1755.7146
FDC60,OUT045,1543.22453
FDL36,OUT013,2071.5035399999997
FDP21,OUT013,2841.36808
FDW16,OUT045,1772.7590800000003
FDX02,OUT017,3334.6593000000003
FDQ58,OUT027,3971.8964800000003
FDT51,OUT046,1855.8842100000002
FDD59,OUT049,1765.3021199999998
NCM42,OUT018,2042.0751799999998
FDA57,OUT018,1880.81842
FDZ48,OUT035,1794.59732
FDE46,OUT045,2454.27196
NCZ30,OUT019,296.01468
FDB56,OUT017,3230.29515
FDA25,OUT027,3125.33178
FDD20,OUT013,2006.5214600000004
FDL25,OUT013,1450.3121400000002
NCO18,OUT049,3500.6765299999997
FDJ45,OUT017,954.99023
FDR12,OUT035,1920.6665500000004
NCF19,OUT010,192.94884
FDK25,OUT046,2648.51911
NCR17,OUT046,1999.6304300000004
FDC52,OUT046,1973.4644899999998
NCA54,OUT017,3243.9773400000004
FDR45,OUT010,418.1224
NCM19,OUT049,2403.3715500000008
FDF39,OUT027,4584.29932
FDX23,OUT049,1680.2128800000003
FDD58,OUT027,3079.5247400000003
FDX28,OUT013,1465.5589599999998
NCD31,OUT013,2508.4015
FDU57,OUT018,2369.78194
FDI27,OUT046,1875.0592500000002
NCM42,OUT046,1951.49309
FDD32,OUT027,3118.37417
FDI34,OUT013,3235.95445
NCM29,OUT049,2101.69757
FDG46,OUT018,1779.3505
DRC01,OUT010,188.35482000000002
FDB15,OUT027,4217.9095800000005
NCA17,OUT027,3776.3510200000005
FDF10,OUT046,2141.01306
FDR26,OUT027,4217.9095800000005
FDI02,OUT049,1761.64022
NCM54,OUT010,308.56501
FDF14,OUT013,2651.8814000000007
FDJ33,OUT010,240.75328
FDM20,OUT035,2797.9579200000003
FDC03,OUT027,4584.29932
NCX05,OUT046,2107.55661
NCM41,OUT027,2884.1790200000005
NCU29,OUT010,365.99026000000003
FDQ59,OUT017,2501.90995
FDH46,OUT010,240.75328000000005
FDH09,OUT013,894.66875
NCD06,OUT045,1114.94868
FDC15,OUT035,2491.35702
DRD37,OUT027,2802.38549
FDT28,OUT027,3549.7459900000003
FDR28,OUT027,4301.03471
FDT38,OUT017,1502.8437600000002
FDV34,OUT027,2186.65365
FDY52,OUT035,1980.9214500000003
FDB34,OUT013,1345.8148299999998
DRL23,OUT018,2033.8858400000004
DRB24,OUT046,2052.5282399999996
FDJ50,OUT046,2301.70389
FDQ49,OUT035,2525.61243
FDP20,OUT035,2168.37744
FDV19,OUT027,4426.80433
NCR54,OUT045,3324.2728200000006
FDO09,OUT010,316.38816
FDS57,OUT018,2351.33928
FDN10,OUT049,2244.4118000000003
FDV23,OUT049,1996.9672299999997
FDY28,OUT049,3018.4043000000006
DRG51,OUT013,2688.4338199999997
FDD45,OUT019,370.65085999999997
NCL18,OUT027,4494.71593
NCM29,OUT013,1771.8602500000004
FDF17,OUT027,4361.7556700000005
FDE22,OUT017,2646.32197
FDQ22,OUT017,1388.02655
FDS01,OUT013,2736.2715500000004
FDW35,OUT027,2462.4945900000002
FDJ33,OUT046,1919.8675899999998
NCF54,OUT035,3206.7591199999997
FDE09,OUT013,1622.5213099999999
NCE06,OUT045,2306.86384
DRH49,OUT049,2126.4986200000003
FDY43,OUT045,2671.82211
NCT05,OUT017,3601.81155
FDZ34,OUT045,2786.27313
FDL38,OUT017,1731.87896
FDZ31,OUT017,3541.12388
FDR14,OUT035,2146.5392
NCN54,OUT049,1849.52582
NCC42,OUT027,3711.43552
FDK08,OUT017,2150.5340000000006
FDP59,OUT013,1728.2170600000002
FDV22,OUT035,2647.4871200000002
FDD33,OUT035,2820.0957699999994
DRE60,OUT027,3333.5607299999997
FDK52,OUT046,2665.56359
FDA02,OUT017,2460.7302200000004
FDM56,OUT049,2427.0407400000004
FDE57,OUT035,2011.7147000000004
FDM32,OUT045,1759.6761099999999
NCQ30,OUT027,2716.3974200000002
FDQ27,OUT027,3443.21799
FDT60,OUT027,3221.20698
FDU43,OUT049,3199.60177
NCO55,OUT035,1811.20903
FDG02,OUT045,2910.2118
FDJ28,OUT013,2937.07683
FDP40,OUT045,1332.2325099999998
FDJ38,OUT045,2842.43336
NCC54,OUT017,3170.60618
NCZ41,OUT046,2398.74424
FDK38,OUT019,475.91384
FDU52,OUT013,2329.93381
FDC40,OUT046,1898.3289599999996
NCR30,OUT017,1374.51081
NCN18,OUT017,1710.6066500000002
FDB50,OUT035,1603.8456199999998
FDG04,OUT013,2573.48345
FDR26,OUT035,2411.59418
NCT17,OUT018,1919.8675899999998
FDX35,OUT027,4133.55272
FDS12,OUT046,1883.7812299999998
NCZ29,OUT027,3270.0767000000005
FDB38,OUT010,352.57439
FDP12,OUT013,1673.7213299999999
FDP22,OUT046,1432.63515
FDS26,OUT018,2637.6998599999997
FDR52,OUT046,2882.08175
DRJ13,OUT046,1903.15601
FDU48,OUT027,3221.20698
FDE29,OUT035,1777.9190299999998
NCT29,OUT049,1994.53706
DRK37,OUT018,2219.4110100000003
FDK55,OUT046,1682.17699
FDR07,OUT046,1644.5259999999998
FDO21,OUT027,4641.291800000001
FDK46,OUT049,3443.28457
FDB12,OUT045,1387.12772
FDT31,OUT027,4892.631299999999
FDJ33,OUT045,2050.19794
FDC26,OUT027,3574.3473000000004
NCQ02,OUT045,3253.9976300000003
FDP08,OUT010,333.59909000000005
FDB11,OUT027,5251.46421
FDV55,OUT013,2119.2414
FDW20,OUT049,2329.9671000000003
NCJ18,OUT019,369.65216
FDC41,OUT018,1364.59039
FDE14,OUT027,3125.3317799999995
FDG35,OUT013,2635.26969
FDF45,OUT035,1963.7105199999999
FDS19,OUT027,3197.00515
FDS58,OUT019,278.60401
FDA26,OUT017,3542.42219
FDM32,OUT049,2338.35618
FDL45,OUT046,2541.2254399999997
FDZ55,OUT049,2547.8834400000005
FDY37,OUT049,2044.3389000000002
FDO46,OUT046,2374.34267
FDQ60,OUT046,2100.86532
FDA19,OUT018,1989.37711
FDL15,OUT046,2114.5475099999994
FDM10,OUT018,2724.35373
NCL05,OUT017,1287.8902300000002
DRK49,OUT010,271.21363
NCE18,OUT027,5596.581639999999
FDG40,OUT049,1363.92459
DRI59,OUT045,2320.3795800000003
FDK28,OUT035,3747.255559999999
NCD06,OUT019,256.29971000000006
FDO11,OUT019,516.79396
FDK27,OUT046,1885.9450800000002
FDT43,OUT027,2237.82038
FDD38,OUT018,1466.7906900000003
FDA16,OUT049,2379.60249
FDL14,OUT027,3792.0639
NCM17,OUT049,1949.5955600000002
FDD20,OUT045,2233.9254499999997
FDA40,OUT045,1888.4418300000002
FDL43,OUT045,1793.06598
FDV15,OUT045,2003.2257500000003
FDE52,OUT046,1932.5843700000005
NCL17,OUT010,299.07736000000006
NCJ31,OUT045,2429.97026
FDR60,OUT045,1332.1326400000003
NCA18,OUT035,2318.6152100000004
FDS21,OUT027,2022.4340799999995
FDW09,OUT035,1801.58822
FDL26,OUT035,2021.8348600000002
FDS47,OUT018,1861.1440300000002
FDC39,OUT046,2369.88181
FDT51,OUT035,2189.9160699999998
FDK40,OUT035,2904.45263
NCG19,OUT045,3199.9013800000002
FDZ07,OUT046,1797.9929
FDF08,OUT027,3197.00515
FDO04,OUT013,1495.3867999999998
FDK41,OUT018,1364.5903899999998
FDP15,OUT049,2594.85563
NCD43,OUT018,1873.8608099999997
NCP18,OUT013,2343.8823199999997
FDZ51,OUT046,1883.28188
DRH13,OUT035,1821.5955099999999
FDF38,OUT045,1305.83354
NCI43,OUT045,1179.0985100000003
FDM38,OUT027,2374.14293
FDS03,OUT013,1681.6776399999999
DRJ47,OUT017,2219.4442999999997
FDT50,OUT010,274.10986
FDV02,OUT046,2273.50726
NCG18,OUT017,2012.2140500000005
FDW52,OUT046,2505.7383
FDS40,OUT035,1592.69347
FDN31,OUT017,2600.6148000000003
FDA37,OUT045,2177.93167
FDA15,OUT046,2539.8605500000003
FDL39,OUT046,1980.3222299999998
FDJ53,OUT045,1711.7052200000003
FDX22,OUT013,2878.1535300000005
NCZ42,OUT045,3040.8750499999996
FDD56,OUT027,4598.614019999999
FDD40,OUT017,3124.3663699999997
FDS50,OUT013,2894.19931
NCN14,OUT013,2971.29895
FDT15,OUT013,2250.13768
NCS18,OUT027,2603.24471
NCO26,OUT010,234.19514999999996
FDF58,OUT018,1687.76971
NCB19,OUT013,1851.6896700000002
FDH26,OUT017,2459.2987499999995
DRB24,OUT027,3307.4946600000003
FDA49,OUT018,1832.8475299999998
FDB32,OUT045,1741.8992500000004
FDI36,OUT017,2766.9982200000004
NCA17,OUT010,373.74683000000005
FDH22,OUT013,2227.4671900000003
NCM26,OUT018,1976.66033
FDT15,OUT027,3796.09199
FDB16,OUT018,1603.74575
NCP54,OUT027,2716.3974200000002
FDJ36,OUT013,1673.7213299999999
FDO28,OUT045,1655.2786700000001
FDU09,OUT013,1732.34502
FDF29,OUT017,2293.24823
FDY08,OUT013,2767.16467
DRJ59,OUT018,1559.27031
FDT23,OUT027,2928.38814
FDU15,OUT018,2155.6273700000006
FDT47,OUT013,1612.3345700000002
FDI53,OUT019,276.47345000000007
FDR59,OUT018,2348.5429200000003
FDD53,OUT035,1625.8836
FDY51,OUT017,2683.174
FDT04,OUT049,1590.2632999999998
FDU51,OUT049,2517.2233499999998
FDG14,OUT035,2672.25488
NCU06,OUT045,3423.44373
DRG25,OUT046,2127.4973199999995
DRH49,OUT035,2075.1321500000004
FDN15,OUT035,2078.09496
FDL43,OUT018,1833.2803000000004
NCT18,OUT049,3134.4199499999995
NCB31,OUT013,3645.0552599999996
FDK57,OUT035,2364.95489
FDY04,OUT019,312.36007000000006
NCP54,OUT046,2289.55304
FDF41,OUT013,3077.42747
FDM01,OUT045,2070.6712899999998
FDW03,OUT045,2187.21958
FDF28,OUT045,2760.97273
FDY37,OUT017,2323.0094900000004
FDQ03,OUT017,2913.7072500000004
FDP51,OUT027,3443.21799
FDJ40,OUT017,2210.85548
FDC32,OUT049,2441.68834
DRI49,OUT027,2288.48776
NCW54,OUT017,1301.77216
FDF09,OUT017,872.43103
FDP45,OUT018,2858.04637
DRJ23,OUT018,2420.3494500000006
FDS59,OUT017,2506.80358
FDY08,OUT046,2499.4132
FDX16,OUT049,2723.88767
FDY16,OUT018,1741.99912
FDK32,OUT035,2390.72135
FDQ22,OUT013,1136.9533699999997
NCC31,OUT018,2215.9488499999998
FDG58,OUT049,2304.2672199999997
DRF48,OUT013,2917.83521
DRH36,OUT049,2126.49862
NCR30,OUT035,2618.1919199999998
FDB03,OUT019,390.75802000000004
FDZ28,OUT027,3246.74041
FDR35,OUT017,2348.37647
DRD15,OUT027,5789.863380000001
FDJ33,OUT019,278.60400999999996
FDA56,OUT010,296.48074
FDP56,OUT046,1716.2326600000004
NCT30,OUT046,1400.5103
FDK15,OUT017,2065.6445
FDH44,OUT018,1977.7921900000001
FDV01,OUT013,1775.6886
DRG03,OUT017,2326.3717800000004
FDG50,OUT027,3612.83054
FDR16,OUT010,371.58298
FDZ60,OUT046,2427.24048
DRG03,OUT045,2502.30943
FDS56,OUT018,2461.9952399999997
FDU33,OUT045,1223.47408
DRD27,OUT035,2190.3488399999997
FDW22,OUT046,2374.3426699999995
DRA24,OUT045,1728.6498300000003
FDF38,OUT049,1699.3546300000003
FDX48,OUT013,1872.52921
FDS58,OUT018,2211.35483
FDC32,OUT046,1618.8261200000002
NCQ29,OUT045,3701.6815500000002
DRK39,OUT018,1603.74575
NCS38,OUT017,1690.4662
DRO47,OUT013,2411.7606299999998
DRG27,OUT027,3104.42566
FDC57,OUT027,5031.08441
FDS55,OUT046,2267.18216
NCJ06,OUT018,1355.2026099999998
FDO01,OUT019,298.51143
NCM55,OUT045,2322.84304
FDC52,OUT049,2406.56739
FDQ15,OUT045,1694.62745
NCT30,OUT027,1869.2002100000002
NCR42,OUT027,1674.5868699999999
FDD28,OUT035,1592.69347
FDQ34,OUT049,2430.9356700000003
FDZ12,OUT027,3221.20698
DRE13,OUT019,299.80974000000003
NCN07,OUT019,335.5632
FDM28,OUT035,2680.94357
FDI10,OUT017,2549.6811000000002
FDQ25,OUT013,2191.0146400000003
FDA38,OUT010,503.74428000000006
DRI13,OUT049,2126.49862
FDY20,OUT027,3042.14007
NCZ53,OUT035,2870.3636699999997
NCM31,OUT013,2314.6537
DRB01,OUT017,2381.83292
DRF37,OUT046,2150.06794
NCF42,OUT049,3042.4396800000004
FDF16,OUT018,2426.2750699999997
FDB41,OUT013,2217.4469
FDR34,OUT013,3300.77008
FDR15,OUT018,2559.50165
NCV42,OUT019,284.76266000000004
FDW51,OUT035,2883.11374
FDU36,OUT017,1206.4296
FDX60,OUT049,1688.1359
FDY03,OUT035,2109.15453
FDW55,OUT045,3792.330219999999
FDT01,OUT010,562.06836
FDG58,OUT013,2591.39347
FDK21,OUT017,3925.689959999999
NCS41,OUT019,391.02433999999994
FDS10,OUT045,2981.28595
NCT53,OUT046,2858.54572
FDJ28,OUT018,2656.67516
FDX44,OUT045,1197.3081399999999
FDT20,OUT018,1111.0204600000002
FDO44,OUT017,1772.8256599999997
NCX17,OUT049,2265.3844999999997
FDY01,OUT017,2320.94551
FDJ12,OUT027,3929.0522499999997
DRK35,OUT018,1965.1419899999996
FDD47,OUT019,435.93255
NCM53,OUT035,1986.81378
FDO45,OUT013,2117.9430899999998
NCM42,OUT010,287.42585999999994
FDE04,OUT046,2502.27614
NCI30,OUT027,5657.202729999999
FDZ19,OUT013,2719.32694
FDW57,OUT013,2732.80939
FDA25,OUT013,1531.0071
FDT22,OUT046,1368.9180900000001
FDP51,OUT013,2245.94314
FDD48,OUT027,3221.20698
FDY39,OUT035,2312.8560399999997
FDO48,OUT010,331.70156
FDD23,OUT027,3604.5746199999994
DRN35,OUT027,2378.37076
FDT01,OUT035,2718.99404
FDC20,OUT010,212.42349
DRJ35,OUT035,1988.0455100000004
FDB32,OUT046,1644.5259999999998
FDL24,OUT046,2449.0787200000004
NCV42,OUT035,2106.39146
FDZ46,OUT046,2151.00006
FDC15,OUT013,2375.2747900000004
FDD08,OUT019,253.23703
FDY50,OUT049,1742.8646600000004
FDD36,OUT013,2158.59018
FDG57,OUT027,2234.79099
FDL21,OUT018,1401.60887
FDN16,OUT027,2852.7865500000003
FDJ09,OUT027,1380.1368200000002
FDS01,OUT010,309.29739000000006
FDV33,OUT017,3868.1648400000004
DRE12,OUT017,1709.7743999999998
FDR07,OUT013,1982.48608
FDP48,OUT010,267.05237999999997
NCB55,OUT035,1682.44331
FDQ08,OUT013,1970.66813
FDR34,OUT035,3073.39938
FDO33,OUT046,2282.4955600000003
FDP13,OUT045,1390.5233
FDX12,OUT049,2506.30423
NCT06,OUT049,2862.4739399999994
FDR16,OUT019,295.41546
FDE36,OUT046,2503.27484
FDZ36,OUT049,2506.30423
FDV13,OUT045,1731.24645
NCZ17,OUT035,1785.4758599999998
FDU56,OUT045,2750.58625
FDM09,OUT035,2885.64378
FDV02,OUT017,2500.1788699999997
FDS34,OUT018,2018.80547
FDA11,OUT049,1680.2128800000003
FDP09,OUT017,3494.81749
FDB29,OUT027,3143.0087700000004
FDT19,OUT017,2865.6697799999997
DRH15,OUT017,1134.5564900000002
FDY38,OUT046,2014.81067
FDF14,OUT027,3807.4771700000006
FDN48,OUT010,324.17802
FDQ12,OUT013,2158.59018
NCJ43,OUT045,2632.47333
FDE17,OUT019,312.65968000000004
FDB05,OUT035,2816.23413
FDH10,OUT045,3131.9897800000003
NCR06,OUT017,1203.0340199999998
FDU32,OUT018,1995.1695699999996
FDD56,OUT049,3393.8489200000004
FDO36,OUT018,1843.70007
FDH16,OUT010,306.86722
FDX10,OUT018,1521.2864200000001
FDZ37,OUT017,1870.4652300000002
FDU31,OUT010,363.46022
DRC49,OUT049,2248.4066
FDL15,OUT045,2217.01413
FDN32,OUT019,370.25138000000004
DRH59,OUT027,2725.6187500000005
NCU29,OUT049,2418.01915
FDR37,OUT019,429.7739
FDS14,OUT018,1969.7693
FDU02,OUT027,4217.9095800000005
FDJ08,OUT035,2659.4715200000005
NCZ06,OUT045,3274.10479
FDO31,OUT049,3063.0794800000003
FDH31,OUT018,2215.31634
FDS58,OUT017,2649.61768
NCA53,OUT027,2495.88446
FDF50,OUT046,2404.03735
NCW42,OUT049,3155.7255499999997
NCQ17,OUT045,2340.68648
FDK51,OUT018,2552.74378
NCW41,OUT010,373.74683000000005
NCR29,OUT017,1395.0174499999998
FDB08,OUT019,370.25138000000004
FDA40,OUT027,2711.4705000000004
FDL14,OUT018,1831.5159300000003
FDB47,OUT046,2523.14897
FDO03,OUT035,2500.34532
DRK13,OUT019,401.51068999999995
FDX13,OUT010,422.54997000000003
FDF52,OUT046,2585.90062
FDT11,OUT013,2574.51544
FDB08,OUT013,2657.4408300000005
FDQ28,OUT018,1853.48733
FDD29,OUT045,3809.6077300000006
NCQ29,OUT027,4087.5792300000003
NCO02,OUT013,1511.9985100000001
FDR56,OUT010,329.10494
NCM54,OUT049,2524.21425
FDP51,OUT035,2311.7907600000003
FDT38,OUT013,1759.6095300000002
FDZ20,OUT018,2634.00467
FDJ53,OUT013,1671.4909
FDX13,OUT049,1621.92209
FDP58,OUT035,3576.7774699999995
NCK31,OUT019,182.7621
FDA35,OUT018,2232.92675
FDV37,OUT018,2061.05048
NCO07,OUT027,4041.9719299999997
FDA20,OUT045,2261.7226
FDZ59,OUT035,1920.66655
NCY17,OUT017,1248.5081599999999
FDQ28,OUT035,2742.7631000000006
FDV35,OUT017,2181.95976
FDQ36,OUT013,1849.39266
FDD34,OUT018,2138.2832799999996
FDK51,OUT045,3532.56835
FDV31,OUT035,2687.2020899999998
FDR04,OUT035,2057.05568
FDR14,OUT049,1575.24951
DRC36,OUT010,428.1759800000001
FDE39,OUT019,269.81545
FDP57,OUT049,2108.7550499999998
FDE57,OUT046,2262.85446
NCN18,OUT046,1895.5658900000003
NCQ05,OUT018,1652.8485
FDW47,OUT035,1840.0381699999998
FDV46,OUT035,2886.80893
NCP29,OUT045,1436.9628500000001
FDE09,OUT018,1857.6152900000002
NCU06,OUT027,5657.20273
FDT19,OUT010,319.41755
DRF15,OUT017,2148.5698899999998
DRI51,OUT013,2564.5284399999996
NCX54,OUT013,1772.7590800000003
DRE01,OUT013,3195.2407799999996
NCB07,OUT045,3331.69649
FDU50,OUT035,2898.7267500000003
FDG40,OUT035,1592.69347
FDW10,OUT018,2337.4573499999997
FDX51,OUT013,2250.13768
NCP17,OUT045,1332.86502
FDP21,OUT035,2855.41646
FDL04,OUT045,1641.13042
FDV23,OUT013,2295.3787899999998
FDF24,OUT046,1865.60489
FDH56,OUT027,3375.07336
FDB51,OUT049,1725.6870199999998
FDI58,OUT027,2541.5250499999997
FDR20,OUT013,1992.8725599999998
FDC51,OUT018,2001.4613799999995
FDB16,OUT027,3104.4256599999994
FDE40,OUT049,1998.2655399999999
NCM17,OUT035,2201.3345400000003
FDU56,OUT035,2942.7361300000002
FDS32,OUT019,359.26568
FDX02,OUT049,2869.9641899999997
FDT39,OUT027,3562.52935
FDE35,OUT017,1777.0534900000002
NCI42,OUT019,355.57049000000006
DRL23,OUT046,1917.77032
FDA10,OUT046,2620.4889300000004
FDA11,OUT013,1873.8941
NCM06,OUT046,1973.8972599999997
NCT05,OUT035,3175.26678
NCQ02,OUT010,465.89354999999995
NCY06,OUT049,2723.0221300000003
FDY56,OUT035,2623.18542
FDL02,OUT035,2221.57486
NCI06,OUT035,2742.6965200000004
FDQ14,OUT045,2274.4393800000003
FDQ12,OUT017,3046.9671200000003
FDP36,OUT046,2001.89415
FDK21,OUT027,5803.54557
FDO40,OUT045,2274.20635
NCK54,OUT019,317.55331
FDY09,OUT018,2361.72576
NCW30,OUT049,3717.76062
NCC55,OUT027,2116.04556
FDE58,OUT018,2209.1576900000005
FDR39,OUT013,2893.73325
FDU28,OUT049,2704.44631
FDH08,OUT017,2607.00648
FDG35,OUT045,2960.9790500000004
FDG22,OUT049,1501.67861
FDC34,OUT035,2619.65668
FDP15,OUT018,2512.22985
FDK34,OUT010,434.9338500000002
FDU45,OUT035,1892.60308
FDQ04,OUT027,1439.6593400000002
FDX22,OUT018,2729.6135499999996
FDB45,OUT017,1908.6155699999995
NCH43,OUT027,5581.6677199999995
DRE60,OUT046,2393.7507400000004
FDD17,OUT027,4361.75567
NCM54,OUT017,2274.5059600000004
NCH55,OUT013,1942.4382099999998
NCT06,OUT017,3074.89743
FDA48,OUT027,3221.20698
FDY58,OUT027,5756.5068
FDO25,OUT045,2795.0284
FDN50,OUT045,1731.24645
FDH35,OUT035,2916.47032
FDK09,OUT045,3713.53279
FDO16,OUT013,1548.35119
FDW11,OUT045,1450.1789800000001
FDU47,OUT027,3446.68015
NCQ42,OUT010,303.43834999999996
FDK55,OUT027,3516.5558599999995
FDN08,OUT049,3002.12549
FDT57,OUT045,3574.6802
FDJ12,OUT018,2246.77539
DRL59,OUT017,1696.3252400000001
NCN53,OUT046,2419.88339
FDO51,OUT010,418.9879400000001
FDK56,OUT017,2800.22164
FDY12,OUT035,1920.6665500000004
FDU15,OUT035,1876.8901999999994
FDQ19,OUT046,3226.0007400000004
DRF15,OUT045,2775.15427
DRE25,OUT019,298.54472
FDK57,OUT018,1739.9684300000001
FDD33,OUT010,335.2635900000001
FDR34,OUT027,4428.50212
FDU04,OUT045,1567.7592600000003
FDE35,OUT019,188.55455999999998
NCD31,OUT035,3059.2178400000003
FDJ56,OUT035,1629.1460200000001
NCU53,OUT046,2858.54572
FDD39,OUT035,2848.99149
NCU17,OUT019,391.02433999999994
FDJ20,OUT046,1984.9828299999997
NCW41,OUT018,1744.09639
FDL52,OUT035,1586.36837
FDS39,OUT035,2163.5836799999997
DRJ47,OUT045,2116.07885
FDP13,OUT010,169.37952
DRK39,OUT010,326.20871
FDF28,OUT010,313.19232
FDB09,OUT045,2127.96338
FDM51,OUT046,1990.9084500000004
DRM49,OUT018,1032.52264
DRF23,OUT013,2482.23556
DRH01,OUT035,2365.08805
FDH12,OUT027,3221.20698
FDA28,OUT019,255.60062000000002
FDW37,OUT018,1887.9757700000002
FDF02,OUT046,2301.7038900000002
DRL37,OUT046,1545.45496
NCF43,OUT046,2050.6639999999998
FDH08,OUT010,341.25579
FDR34,OUT019,278.60401
NCK19,OUT049,2833.17874
NCD55,OUT018,1034.15385
FDT27,OUT049,2688.86659
FDQ57,OUT045,1937.6444499999998
FDA47,OUT035,1920.66655
DRG15,OUT027,3104.42566
FDE05,OUT018,1886.3112700000001
FDN46,OUT046,1652.71534
FDX27,OUT027,3045.3359099999993
FDT51,OUT045,1769.59653
FDU33,OUT013,1831.54922
FDJ16,OUT027,2320.0466800000004
FDD20,OUT019,357.8342099999999
FDT36,OUT049,1688.1358999999998
DRF15,OUT027,3915.63638
FDN52,OUT010,288.22482
FDC22,OUT027,4284.45629
FDX15,OUT045,2411.1947
FDT13,OUT013,2627.08035
FDU04,OUT017,1670.25917
FDU31,OUT019,367.35515
FDW59,OUT027,3312.58803
NCO29,OUT046,3134.95259
FDL15,OUT035,2515.62543
FDI41,OUT049,2455.63685
FDQ48,OUT049,2506.30423
DRI39,OUT013,1747.725
FDI08,OUT013,3161.05195
FDC21,OUT049,2599.05017
FDF58,OUT035,2032.5542400000002
FDS08,OUT010,341.25579
FDE47,OUT045,2421.7476300000008
NCP18,OUT019,292.18633000000005
NCR41,OUT013,1801.3551899999998
FDA27,OUT013,2298.44147
FDA43,OUT035,2698.1545
FDA49,OUT045,1681.21158
NCE55,OUT018,2474.4789899999996
DRM49,OUT027,1716.6987199999999
FDF22,OUT027,5656.40377
FDQ15,OUT018,2263.3538099999996
NCS54,OUT017,3185.853
NCY05,OUT013,1303.50324
FDR45,OUT046,2877.9537900000005
FDK57,OUT049,2528.64182
FDF41,OUT010,427.94294999999994
FDV21,OUT046,2144.34206
FDD51,OUT046,1258.8613499999997
FDF33,OUT046,1675.4524099999999
FDA38,OUT046,2382.1991100000005
FDR56,OUT045,3284.49127
NCN41,OUT017,2065.51134
FDC60,OUT027,3600.2136299999997
FDB47,OUT045,2953.92157
DRH01,OUT013,3041.94033
FDW08,OUT046,1838.4069600000003
FDF38,OUT027,3125.33178
FDY32,OUT017,2676.8488999999995
FDG34,OUT049,1594.55771
FDG47,OUT019,577.51492
NCF18,OUT035,3141.47743
FDL39,OUT019,368.88649
NCH55,OUT035,2787.2718300000006
DRJ35,OUT049,1964.6093500000002
FDS44,OUT035,3039.14397
DRE01,OUT018,2884.3454699999998
FDY39,OUT013,2250.1376800000003
FDY32,OUT018,2376.4399399999998
FDR33,OUT027,3037.14657
NCP50,OUT049,2050.83045
